Источник,Год публикации,Автор,Страна,Место,Ссылка,Широта ,Долгота,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Брейтовский р-н: с. Прозорово ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.388645,37.653647,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Брейтовский р-н: Покровское на Сити;,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.402400,37.851500,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Некоузский р-н: дер. Заручье,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.149118,38.076576,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Некоузский р-н: ст. Шестихино,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.150000,38.300000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Некоузский р-н: пос. Борок (Академический),https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.584167,37.986111,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Рыбинский р-н: пос. Каменники;,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.081111,38.289722,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Даниловский р-н: дер. Богатиново; ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,58.220000,40.300000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Тутаевский р-н: с. Артемьево,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.703571,39.421970,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,"Тутаевский р-н: дер. Миланино,",https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.645762,39.452370,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Тутаевский р-н: дер. Ченцы ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.625713,39.482986,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Тутаевский р-н: дер. Снегирёвка,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.620714,39.484087,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Тутаевский р-н: ст. Чёбаково,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.570700,39.412130,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Тутаевский р-н: пос. Никульское,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.577192,39.341250,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Угличский р-н: дер. Спирцово,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.531250,38.417590,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Угличский р-н: дер. Высоково,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.576700,38.324880,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Угличский р-н: биостанция ЯрГУ Улейма,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.548158,38.377210,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Большесельский р-н: Варегово болото,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.572040,39.076510,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Большесельский р-н: дер. Половинкино ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.519917,39.099715,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославль: северная санитарно-промышленная зона,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.684750,39.837220,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославль: Иваньково,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.641790,39.842530,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,"Ярославль: парк в пойме р. Которосль,",https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.600040,39.829960,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославль: Яковлевский бор,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.611190,39.836420,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: станция Уткино,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.548260,39.972450,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: станция Молот,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.539910,39.925980,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: с. Игрищи,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.581540,39.659470,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: с. Бердицыно,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.551850,39.655040,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: пос. Михайловское,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.521750,39.702960,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: пос. Дубки ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.608750,39.756620,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: пос. Красные Ткачи,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.580200,39.865900,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: дер. Ляпино,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.519820,39.820330,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: дер. Вакарево,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.518690,39.850180,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ярославский р-н: дер. Андреевская,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.526800,39.821960,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Некрасовский р-н: с. Ульково,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.741200,40.513000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Некрасовский р-н: с. Диево-Городище ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.531250,38.417590,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Гаврилов-Ямский р-н: дер. Степанцево;,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.576700,38.324880,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Борисоглебский р-н: пос. Борисоглебский ,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.548158,38.377210,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Борисоглебский р-н: дер. Борушка,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.572040,39.076510,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Борисоглебский р-н: дер. Стёпаново,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.519917,39.099715,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ростовский р-н: станция Меленки,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.255206,39.150711,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ростовский р-н: станция Итларь,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.251030,39.130335,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ростовский р-н: дер. Бахматово,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.221033,39.070014,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ростовский р-н: г. Ростов,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.260833,39.400000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Ростовский р-н: пос. Петровск,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.308333,39.250000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Переславский р-н: НП Плещеево озеро - урочище Кухмарь,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.376735,39.827819,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Переславский р-н: НП Плещеево озеро - урочище Симак,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.216667,39.150000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Переславский р-н: окр. дер. Криушкино,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.260000,39.400000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,"Переславский р-н: г. Переславль-Залесский, дендрарий",https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.120000,38.970000,
"Фауна златок (Coleoptera, Buprestidae) Ярославской области",2016,"Д.В. Власов, Н.Б. Никитский",Россия,Переславский р-н: с. Новоалексеевка,https://www.zin.ru/animalia/coleoptera/pdf/vlasov_nikitsky_2016_buprestidae.pdf,57.260000,39.150000,
"Фауна жесткокрылых насекомых (Insecta, Coleoptera) Катон-Карагайского государственного национального природного парка (Юго-Западный Алтай, Восточный Казахстан)",2016, А.У. Габдуллина,Казахстан,Катон-Карагайский государственный национальный природный парк: окр. с. Жана-Ульгы,https://cyberleninka.ru/article/n/fauna-zhestkokrylyh-nasekomyh-insecta-coleoptera-katon-karagayskogo-gosudarstvennogo-natsionalnogo-prirodnogo-parka-yugo-zapadnyy,49.212468,84.507831,
"Жесткокрылые (Insecta, Coleoptera) Государственного природного заповедника «Присурский» и его охранной зоны: современное состояние изученности",2009,Л.В. Егоров,Россия,"Респ. Чувашия, Государственный природный заповедник «Присурский»",https://www.elibrary.ru/download/elibrary_27509330_10724770.pdf,55.025278,46.756944,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 2,2013,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. корд. Инорки,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-2,54.727340,43.151660,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 2,2013,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. корд. Дрожденовский;,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-2,54.764520,43.056780,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 2,2013,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. корд. Долгий мост,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-2,54.861760,43.192960,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 2,2013,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. пос. Пушта,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-2,54.720280,43.210280,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 2,2013,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. корд. Павловский,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-2,54.898890,43.292780,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 3,2014,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. корд. Инорский,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-3,54.727340,43.151660,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 3,2014,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: корд. Новенький – оз. Б. Вальза,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-3,54.716670,43.116670,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 3,2014,"Л.В. Егоров, А.Б. Ручин",Россия,Мордовский государственный заповедник: окр. корд. Стеклянный,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-3,54.736110,43.280560,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 3,2014,"Л.В. Егоров, А.Б. Ручин",Россия,"Мордовский государственный заповедник:окр. корд. Долгий мост, пойма р. Пушта",https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-3,54.861760,43.192960,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 5,2016,"Л.В. Егоров, А.Б. Ручин",Россия,"Мордовский государственный заповедник: окр. корд. Павловский, кв. 420 ",https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-5,54.898890,43.292780,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 5,2016,"Л.В. Егоров, А.Б. Ручин",Россия,"Мордовский государственный заповедник: окр. корд. Средняя Мельница, кв. 37, пойма р. Сатис",https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-5,54.816670,43.433330,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,"Мордовский государственный заповедник: окр. корд. Павловский, кв. 420",https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,54.898890,43.292780,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,Мордовский государственный заповедник: кв. 408,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,,,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,"Мордовский государственный заповедник: окр. корд. Средняя Мельница, кв. 37, пойма р. Сатис",https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,54.816670,43.433330,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,Мордовский государственный заповедник: окр. корд. Воровский,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,,,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,"Мордовский государственный заповедник: корд. Воровский – корд. Таратинский, кв. 352",https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,54.750000,43.000000,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,Мордовский государственный заповедник: окр. корд. Таратинский,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,54.740280,43.114170,
Материалы к познанию колеоптерофауны Мордовского государственного природного заповедника. Сообщение 4,2015,"Л.В. Егоров, А.Б. Ручин, Г.Б. Семишин",Россия,Мордовский государственный заповедник: окр. корд. Долгий Мос,https://cyberleninka.ru/article/n/materialy-k-poznaniyu-koleopterofauny-mordovskogo-gosudarstvennogo-prirodnogo-zapovednika-soobschenie-4,54.740280,43.114170,
Сезонная динамика повреждения липы мелколистной комплексом членистоногих-филлофагов,2011,"И.В. Ермолаев, О.В. Сидорова",Россия,г. Ижевск,https://elibrary.ru/item.asp?id=16455980,56.8498,53.2045,
Жуки Пензенской области,2006,"Е.В. Левкович, В.Г. Левкович",Россия,Пензенская область,https://cyberleninka.ru/article/n/zhuki-penzenskoy-oblasti,,,
Группа филлофагов-минеров основных лесообразующих пород в Жигулевском заповеднике,2017,И.В. Любвина,Россия,Самарская обл.: Жигулевский государственный природный биосферный заповедник имени И.И. Спрыгина,https://elibrary.ru/item.asp?id=45595028,53.340000,49.830000,
Энтомофауна Южно-Уральского заповедника ,2010,"М.Г. Мигранов, В.Н. Саттаров",Россия,Центральная усадьба пос. Реветь,https://elibrary.ru/item.asp?id=25779175,54.189182,57.626243,
"Массовое размножение минирующей златки Trachys minuta L. (Coleoptera, Buprestidae) в лесах Башкирии",2013,"Е.Г. Мозолевская, С.В. Герасимов",Россия,Нуримановское лесничество ,https://cyberleninka.ru/article/n/massovoe-razmnozhenie-miniruyuschey-zlatki-trachys-minuta-l-coleoptera-buprestidae-v-lesah-bashkirii,54.990000,56.890000,
"Массовое размножение минирующей златки Trachys minuta L. (Coleoptera, Buprestidae) в лесах Башкирии",2013,"Е.Г. Мозолевская, С.В. Герасимов",Россия,Благовещенское лесничество ,https://cyberleninka.ru/article/n/massovoe-razmnozhenie-miniruyuschey-zlatki-trachys-minuta-l-coleoptera-buprestidae-v-lesah-bashkirii,55.060000,55.930000,
"Массовое размножение минирующей златки Trachys minuta L. (Coleoptera, Buprestidae) в лесах Башкирии",2013,"Е.Г. Мозолевская, С.В. Герасимов",Россия,г. Уфа,https://cyberleninka.ru/article/n/massovoe-razmnozhenie-miniruyuschey-zlatki-trachys-minuta-l-coleoptera-buprestidae-v-lesah-bashkirii,54.73876,55.97206,
"Массовое размножение минирующей златки Trachys minuta L. (Coleoptera, Buprestidae) в лесах Башкирии",2013,"Е.Г. Мозолевская, С.В. Герасимов",Россия,Гафурийское лесничество,https://cyberleninka.ru/article/n/massovoe-razmnozhenie-miniruyuschey-zlatki-trachys-minuta-l-coleoptera-buprestidae-v-lesah-bashkirii,54.120000,56.680000,
"Массовое размножение минирующей златки Trachys minuta L. (Coleoptera, Buprestidae) в лесах Башкирии",2013,"Е.Г. Мозолевская, С.В. Герасимов",Россия,Покровское лесничество,https://cyberleninka.ru/article/n/massovoe-razmnozhenie-miniruyuschey-zlatki-trachys-minuta-l-coleoptera-buprestidae-v-lesah-bashkirii,54.760000,56.440000,
"Массовое размножение минирующей златки Trachys minuta L. (Coleoptera, Buprestidae) в лесах Башкирии",2013,"Е.Г. Мозолевская, С.В. Герасимов",Россия,Уфимское лесничество,https://cyberleninka.ru/article/n/massovoe-razmnozhenie-miniruyuschey-zlatki-trachys-minuta-l-coleoptera-buprestidae-v-lesah-bashkirii,54.800000,56.200000,
Species composition and structure of the complex of pests of woody plants in plantations of Moscow,2015,"Д.С. Плоцин, В.В. Реутская",Россия,г. Москва,https://elibrary.ru/item.asp?id=24292374,55.7558,37.6173,
"Членистоногие-фитофаги в зеленых насаждениях г. Скиделя (Гродненская область, Беларусь)",2018,"А.В. Рыжая, Е.И. Гляковская",Беларусь,г. Скидель: в усадебном парке Святополк-Четвертинских;; ,https://elibrary.ru/item.asp?id=44795439,53.5857,24.2537,
"Членистоногие-фитофаги в зеленых насаждениях г. Скиделя (Гродненская область, Беларусь)",2018,"А.В. Рыжая, Е.И. Гляковская",Беларусь,"г. Скидель: в городском сквере по улице Ленина, между улицами Гагарина и Щеголева",https://elibrary.ru/item.asp?id=44795439,53.5839,24.2445,
"Членистоногие-фитофаги в зеленых насаждениях г. Скиделя (Гродненская область, Беларусь)",2018,"А.В. Рыжая, Е.И. Гляковская",Беларусь,"г. Скидель: парк за рекой Спушанкой, вокруг костела Вознесения Девы Марии",https://elibrary.ru/item.asp?id=44795439,53.5961,24.2633,
"Jewel beetles (Coleoptera, Buprestidae) of State National Nature Park Zhongar-Alatau, Kazakhstan",2022,"А.М. Тлеппаева, Р.Х. Кадырбеков",Казахстан,Государственный природный парк «Жонгар-Алатау»,https://www.elibrary.ru/item.asp?id=49770465,45.52125,80.71629,
,,,,,,45.48078,80.51806,
"Жуки златки (Coleoptera, Buprestidae) Павлодарской обласки (Северный Казахстан)",2017,А.М. Тлеппаева,Казахстан,"ГНПП «Баянаул», горы Баянаул, ур. Куркеле, окр., оз. Жыландыколь",https://rmebrk.kz/journals/3436/59592.pdf#page=95,45.52125,80.71629,
Динамика повреждений листьев липы мелколистной членистоногими минерами и галлообразователями в заповеднике «Нургуш» в 2015–2017 гг.,2017,Л.Г. Целищева,Россия, г. Киров - Государственный природный заповедник «Нургуш»,https://www.elibrary.ru/item.asp?id=32638659,45.48078,80.51806,
"Жесткокрылые (Insecta: Coleoptera) верховых болот Белорусского Поозерья, подверженных осушению",2013,В.В. Шкатуло,Беларусь,Витебская обл.: Витебский р-н: Верховое болото «Дымовщина» ,https://elibrary.ru/item.asp?id=20213039,57.997233,48.453933,
"Жесткокрылые (Insecta, Coleoptera) в растительных ассоциациях с участием вереска обыкновенного в Белорусском Поозерье",2022,"В.В. Яновская, О.И. Хохлова, Г.Г. Сушко",Беларусь,Витебская обл.: Миорский р-н: Верховое болото «Ельня»,https://publish.barsu.by/index.php/vestnik-sn/article/view/143,55.183333,30.083333,
"Жесткокрылые (Insecta, Coleoptera) в растительных ассоциациях с участием вереска обыкновенного в Белорусском Поозерье",2022,"В.В. Яновская, О.И. Хохлова, Г.Г. Сушко",Беларусь,Витебская обл.: Миорский р-н: Верховое болото «Болото Мох»,https://publish.barsu.by/index.php/vestnik-sn/article/view/143,55.950000,27.716667,
"Жесткокрылые (Insecta, Coleoptera) в растительных ассоциациях с участием вереска обыкновенного в Белорусском Поозерье",2022,"В.В. Яновская, О.И. Хохлова, Г.Г. Сушко",Беларусь,Витебская обл.: Витебский р-н:  Верховое болото «Городнянский мох»,https://publish.barsu.by/index.php/vestnik-sn/article/view/143,55.633333,28.133333,
"Жесткокрылые (Insecta, Coleoptera) в растительных ассоциациях с участием вереска обыкновенного в Белорусском Поозерье",2022,"В.В. Яновская, О.И. Хохлова, Г.Г. Сушко",Беларусь,Витебская обл.: Витебский р-н: Верховое болото «Дымовщина» ,https://publish.barsu.by/index.php/vestnik-sn/article/view/143,55.150000,30.200000,
"Материалы к изучению фауны жуков-златок (Coleoptera: Buprestidae) провинции Мазандаран, Иран",2009,"Х. Баримани Варанди, М.Ю. Калашян, Х. Барари",Иран,Провинция Мазандаран: дер. Варанд,https://www.ssc-ras.ru/files/files/7_Barimani.pdf,36.365833,53.206667,
"An Exotic Leafminer, Trachys minutus (L.) (Coleoptera: Buprestidae), Found in Massachusetts, U.S.A.",2012,"Wescott R.L., Murray T.C.",США,округ Миддлсекс: Great Meadows National Wildlife Refuge,https://bioone.org/journals/the-coleopterists-bulletin/volume-66/issue-4/072.066.0413/An-Exotic-Leafminer-Trachys-minutus-L-Coleoptera--Buprestidae-Found/10.1649/072.066.0413.full,42.475000,-71.329722,
